Country,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
United Kingdom,14123.0,733,1,423.43,1,1,3,113,Regular Customers
United Kingdom,13019.0,379,6,1140.85,2,4,4,244,Regular Customers
United Kingdom,17858.0,6,23,5124.05,5,5,5,555,New Customers
United Kingdom,14940.0,418,2,508.09,1,2,3,123,Regular Customers
United Kingdom,16686.0,47,16,4043.58,4,5,5,455,Premium Customers
United Kingdom,15691.0,395,3,332.5,2,3,2,232,Regular Customers
United Kingdom,16436.0,668,3,310.64,1,3,2,132,Regular Customers
United Kingdom,17610.0,540,5,1325.14,1,4,4,144,Regular Customers
United Kingdom,17530.0,1,12,2426.96,5,5,5,555,Premium Customers
United Kingdom,13491.0,52,27,3864.83,4,5,5,455,New Customers
United Kingdom,14003.0,733,1,166.43,1,1,1,111,Regular Customers
United Kingdom,12839.0,3,25,8716.960000000001,5,5,5,555,New Customers
United Kingdom,14738.0,43,9,1482.75,4,5,4,454,Premium Customers
United Kingdom,16124.0,317,4,1408.29,2,4,4,244,Regular Customers
Germany,12471.0,2,68,20523.08,5,5,5,555,New Customers
United Kingdom,17739.0,12,18,6602.47,5,5,5,555,New Customers
United Kingdom,16556.0,67,17,5938.79,3,5,5,355,New Customers
United Kingdom,14695.0,519,3,1104.79,1,3,4,134,Regular Customers
United Kingdom,14828.0,254,7,806.92,2,4,3,243,Premium Customers
United Kingdom,15115.0,18,2,430.55,5,2,3,523,Premium Customers
United Kingdom,13693.0,374,9,1508.63,2,5,4,254,Regular Customers
United Kingdom,14955.0,733,1,153.82,1,1,1,111,Regular Customers
United Kingdom,14037.0,176,6,721.76,3,4,3,343,Premium Customers
United Kingdom,18077.0,8,18,3885.89,5,5,5,555,Premium Customers
United Kingdom,13905.0,733,1,252.9,1,1,2,112,Regular Customers
Greece,17508.0,281,8,3128.94,2,5,5,255,Premium Customers
United Kingdom,16768.0,48,9,915.67,4,5,4,454,Premium Customers
United Kingdom,13984.0,27,11,1094.72,4,5,4,454,Premium Customers
United Kingdom,13495.0,8,10,3678.11,5,5,5,555,Premium Customers
United Kingdom,13190.0,544,3,237.0,1,3,2,132,Regular Customers
United Kingdom,14408.0,11,8,2048.23,5,4,5,545,Premium Customers
United Kingdom,15358.0,5,42,14768.17,5,5,5,555,New Customers
United Kingdom,17707.0,185,8,282.90000000000003,3,5,2,352,Premium Customers
United Kingdom,17044.0,375,10,4097.95,2,5,5,255,Regular Customers
United Kingdom,14471.0,591,2,390.3,1,2,2,122,Regular Customers
United Kingdom,17436.0,2,5,486.36,5,4,3,543,Premium Customers
United Kingdom,13234.0,673,2,290.35,1,2,2,122,Regular Customers
United Kingdom,14574.0,733,1,118.2,1,1,1,111,Regular Customers
United Kingdom,15716.0,146,11,2088.54,3,5,5,355,Premium Customers
United Kingdom,14540.0,10,11,2995.11,5,5,5,555,Premium Customers
United Kingdom,14307.0,89,10,3760.88,3,5,5,355,Premium Customers
United Kingdom,18219.0,3,17,2579.0,5,5,5,555,Premium Customers
United Kingdom,12747.0,2,26,5884.33,5,5,5,555,New Customers
United Kingdom,18162.0,732,1,348.83,1,2,2,122,Regular Customers
United Kingdom,17441.0,732,1,280.75,1,2,2,122,Regular Customers
United Kingdom,17988.0,12,14,341.79,5,5,2,552,Premium Customers
Germany,12600.0,29,20,3913.9,4,5,5,455,New Customers
France,12523.0,19,23,3213.1,5,5,5,555,New Customers
United Kingdom,13206.0,400,13,6631.94,2,5,5,255,Regular Customers
United Kingdom,14512.0,188,7,992.74,3,4,4,344,Premium Customers
United Kingdom,16353.0,18,28,4636.0,5,5,5,555,New Customers
United Kingdom,16018.0,39,4,459.09,4,4,3,443,Premium Customers
United Kingdom,14670.0,280,3,558.93,2,3,3,233,Regular Customers
United Kingdom,14590.0,425,20,2455.41,1,5,5,155,Regular Customers
United Kingdom,13070.0,192,4,693.2,2,3,3,233,Premium Customers
United Kingdom,17457.0,127,12,1643.46,3,5,4,354,Premium Customers
United Kingdom,15421.0,59,10,3475.59,4,5,5,455,Premium Customers
United Kingdom,17990.0,237,6,1482.61,2,4,4,244,Premium Customers
United Kingdom,13148.0,29,25,6511.400000000001,4,5,5,455,New Customers
United Kingdom,17364.0,1,27,9246.36,5,5,5,555,New Customers
United Kingdom,13042.0,598,3,1350.59,1,3,4,134,Regular Customers
Norway,12443.0,732,1,232.86,1,1,2,112,Regular Customers
United Kingdom,15694.0,8,21,4234.97,5,5,5,555,New Customers
United Kingdom,16717.0,24,14,5792.68,4,5,5,455,New Customers
United Kingdom,17231.0,12,24,5822.0,5,5,5,555,New Customers
United Kingdom,16702.0,415,4,622.39,1,4,3,143,Regular Customers
United Kingdom,13267.0,3,33,8036.1,5,5,5,555,New Customers
Spain,12540.0,20,31,13371.79,4,5,5,455,New Customers
United Kingdom,17270.0,469,2,327.45,1,3,2,132,Regular Customers
United Kingdom,13393.0,584,4,932.75,1,3,4,134,Regular Customers
United Kingdom,14113.0,4,12,2138.52,5,5,5,555,Premium Customers
Austria,12358.0,2,5,1993.93,5,4,5,545,Premium Customers
United Kingdom,18259.0,25,7,3700.7,4,4,5,445,Premium Customers
United Kingdom,17047.0,85,6,1845.13,3,4,4,344,Premium Customers
United Kingdom,14136.0,401,5,1372.23,2,4,4,244,Regular Customers
United Kingdom,16735.0,79,14,5626.15,3,5,5,355,Premium Customers
United Kingdom,14215.0,12,9,2697.12,5,5,5,555,Premium Customers
United Kingdom,13382.0,281,5,1303.33,2,4,4,244,Regular Customers
United Kingdom,13025.0,732,1,203.15,1,1,2,112,Regular Customers
United Kingdom,14558.0,654,2,90.0,1,2,1,121,Regular Customers
United Kingdom,18002.0,376,4,159.57,2,4,1,241,Regular Customers
United Kingdom,17854.0,185,6,743.88,3,4,3,343,Premium Customers
United Kingdom,15079.0,213,9,2076.62,2,5,5,255,Premium Customers
United Kingdom,18271.0,610,2,473.8,1,3,3,133,Regular Customers
United Kingdom,14290.0,11,8,3241.61,5,4,5,545,Premium Customers
United Kingdom,17268.0,150,4,246.2,3,4,2,342,Premium Customers
United Kingdom,17067.0,725,3,261.1,1,3,2,132,Regular Customers
United Kingdom,16560.0,27,8,2307.83,4,5,5,455,Premium Customers
United Kingdom,14861.0,52,10,1242.49,4,5,4,454,Premium Customers
United Kingdom,17371.0,17,6,425.12,5,4,3,543,Premium Customers
United Kingdom,18145.0,13,11,4904.54,5,5,5,555,Premium Customers
United Kingdom,16400.0,95,9,2026.41,3,5,5,355,Premium Customers
United Kingdom,15093.0,18,20,5919.28,5,5,5,555,New Customers
United Kingdom,13643.0,31,10,1687.17,4,5,4,454,Premium Customers
United Kingdom,17852.0,12,5,647.86,5,4,3,543,Premium Customers
United Kingdom,15456.0,283,10,1577.46,2,5,4,254,Premium Customers
United Kingdom,13571.0,13,26,4160.89,5,5,5,555,New Customers
United Kingdom,16732.0,32,4,3231.0,4,4,5,445,Premium Customers
United Kingdom,16940.0,52,8,5960.88,4,5,5,455,Premium Customers
United Kingdom,15162.0,731,1,215.4,1,1,2,112,Regular Customers
United Kingdom,18203.0,157,4,270.17,3,4,2,342,Premium Customers
United Kingdom,17978.0,365,4,506.86,2,4,3,243,Regular Customers
United Kingdom,15031.0,4,14,2416.54,5,5,5,555,Premium Customers
United Kingdom,14085.0,2,32,7899.52,5,5,5,555,New Customers
United Kingdom,17230.0,264,15,5033.76,2,5,5,255,Premium Customers
Portugal,12785.0,364,3,700.65,2,3,3,233,Regular Customers
United Kingdom,13081.0,12,25,38008.69,5,5,5,555,New Customers
United Kingdom,14605.0,374,4,611.3100000000001,2,3,3,233,Regular Customers
United Kingdom,14285.0,21,8,1190.59,4,4,4,444,Premium Customers
United Kingdom,16892.0,1,7,533.24,5,4,3,543,Premium Customers
United Kingdom,13204.0,731,1,761.96,1,1,3,113,Regular Customers
United Kingdom,15924.0,731,1,77.75,1,1,1,111,Regular Customers
United Kingdom,15823.0,729,2,3125.08,1,2,5,125,Regular Customers
United Kingdom,13576.0,10,27,3788.73,5,5,5,555,New Customers
Netherlands,14646.0,2,90,23236.44,5,5,5,555,New Customers
United Kingdom,17178.0,731,1,276.76,1,2,2,122,Regular Customers
United Kingdom,13798.0,8,57,5742.02,5,5,5,555,New Customers
United Kingdom,18275.0,578,2,603.85,1,3,3,133,Regular Customers
United Kingdom,13855.0,501,4,1185.85,1,3,4,134,Regular Customers
United Kingdom,15298.0,2,22,7153.13,5,5,5,555,New Customers
United Kingdom,15674.0,73,12,5416.8,3,5,5,355,Premium Customers
United Kingdom,14679.0,382,3,868.88,2,3,4,234,Regular Customers
United Kingdom,16253.0,67,7,4722.08,3,4,5,345,Premium Customers
United Kingdom,13557.0,28,13,2870.98,4,5,5,455,Premium Customers
United Kingdom,16204.0,23,3,855.22,4,3,4,434,Premium Customers
United Kingdom,15633.0,509,12,3368.26,1,5,5,155,Regular Customers
United Kingdom,15203.0,26,14,4270.14,4,5,5,455,Premium Customers
United Kingdom,13136.0,56,13,5721.92,4,5,5,455,Premium Customers
United Kingdom,17188.0,11,13,3225.89,5,5,5,555,Premium Customers
United Kingdom,13455.0,25,6,1608.84,4,4,4,444,Premium Customers
United Kingdom,13114.0,731,1,163.93,1,1,1,111,Regular Customers
United Kingdom,13768.0,727,2,810.6700000000001,1,2,3,123,Regular Customers
United Kingdom,14135.0,2,22,3430.8,5,5,5,555,New Customers
United Kingdom,14291.0,2,22,6491.05,5,5,5,555,New Customers
Germany,12712.0,29,21,4423.900000000001,4,5,5,455,New Customers
United Kingdom,13202.0,394,7,1042.25,2,4,4,244,Regular Customers
United Kingdom,14732.0,8,19,4303.22,5,5,5,555,New Customers
United Kingdom,16945.0,22,33,7670.15,4,5,5,455,New Customers
United Kingdom,13672.0,301,3,419.92,2,3,2,232,Regular Customers
United Kingdom,16771.0,33,9,3256.12,4,5,5,455,Premium Customers
United Kingdom,16782.0,10,38,7369.16,5,5,5,555,New Customers
United Kingdom,18051.0,634,7,1207.52,1,4,4,144,Regular Customers
United Kingdom,16912.0,29,15,3377.66,4,5,5,455,Premium Customers
United Kingdom,12924.0,88,12,1331.02,3,5,4,354,Premium Customers
United Kingdom,14173.0,11,6,275.90000000000003,5,4,2,542,Premium Customers
United Kingdom,14211.0,53,17,3584.09,4,5,5,455,Premium Customers
United Kingdom,14593.0,22,12,2948.32,4,5,5,455,Premium Customers
United Kingdom,16802.0,679,2,582.61,1,3,3,133,Regular Customers
United Kingdom,14295.0,40,4,1650.11,4,3,4,434,Premium Customers
United Kingdom,15302.0,730,1,264.20000000000005,1,1,2,112,Regular Customers
United Kingdom,16709.0,85,13,5288.32,3,5,5,355,Premium Customers
United Kingdom,17954.0,5,18,3359.37,5,5,5,555,Premium Customers
United Kingdom,13727.0,29,8,719.1,4,4,3,443,Premium Customers
United Kingdom,15911.0,624,8,1521.84,1,5,4,154,Regular Customers
United Kingdom,14990.0,612,2,191.57,1,2,1,121,Regular Customers
United Kingdom,16705.0,1,38,15266.211,5,5,5,555,New Customers
United Kingdom,13141.0,85,17,6629.47,3,5,5,355,New Customers
Germany,12709.0,15,27,9976.03,5,5,5,555,New Customers
United Kingdom,14171.0,98,2,341.74,3,2,2,322,Premium Customers
United Kingdom,13983.0,40,18,3952.9,4,5,5,455,Premium Customers
United Kingdom,17296.0,730,1,190.83,1,2,1,121,Regular Customers
United Kingdom,17631.0,2,7,884.25,5,4,4,544,Premium Customers
United Kingdom,17449.0,2,13,4214.46,5,5,5,555,Premium Customers
United Kingdom,17184.0,569,2,190.46,1,3,1,131,Regular Customers
United Kingdom,14107.0,52,11,4182.27,4,5,5,455,Premium Customers
United Kingdom,12917.0,400,4,597.6,2,3,3,233,Regular Customers
United Kingdom,16755.0,114,7,2409.89,3,4,5,345,Premium Customers
United Kingdom,13825.0,622,2,230.39,1,2,2,122,Regular Customers
United Kingdom,13770.0,437,2,323.22,1,2,2,122,Regular Customers
United Kingdom,14505.0,17,19,10163.55,5,5,5,555,New Customers
United Kingdom,15441.0,396,3,976.27,2,3,4,234,Regular Customers
United Kingdom,16933.0,1,9,2358.73,5,5,5,555,Premium Customers
United Kingdom,13426.0,1,22,6335.52,5,5,5,555,New Customers
United Kingdom,17043.0,32,8,1677.95,4,5,4,454,Premium Customers
United Kingdom,13498.0,730,1,194.15,1,1,1,111,Regular Customers
United Kingdom,16186.0,23,26,7957.4,4,5,5,455,New Customers
United Kingdom,18065.0,6,27,4357.4800000000005,5,5,5,555,New Customers
United Kingdom,17880.0,365,3,753.82,2,3,3,233,Regular Customers
United Kingdom,15077.0,495,2,962.88,1,2,4,124,Regular Customers
United Kingdom,13728.0,37,16,1987.22,4,5,5,455,Premium Customers
United Kingdom,15209.0,730,1,161.08,1,1,1,111,Regular Customers
United Kingdom,15841.0,73,9,1268.45,3,5,4,354,Premium Customers
United Kingdom,14134.0,383,14,4210.13,2,5,5,255,Regular Customers
United Kingdom,15465.0,20,32,4521.07,4,5,5,455,New Customers
United Kingdom,16143.0,3,12,3593.63,5,5,5,555,Premium Customers
United Kingdom,17603.0,78,4,1442.74,3,4,4,344,Premium Customers
United Kingdom,15523.0,84,11,1459.65,3,5,4,354,Premium Customers
United Kingdom,14942.0,402,3,246.32,2,3,2,232,Regular Customers
United Kingdom,14293.0,3,9,2254.61,5,5,5,555,Premium Customers
United Kingdom,17861.0,3,18,3622.01,5,5,5,555,Premium Customers
United Kingdom,15039.0,10,90,25617.71,5,5,5,555,New Customers
United Kingdom,16843.0,43,33,11533.98,4,5,5,455,New Customers
United Kingdom,15858.0,16,13,2764.95,5,5,5,555,Premium Customers
United Kingdom,15085.0,730,1,347.54,1,1,2,112,Regular Customers
United Kingdom,14099.0,16,20,5288.75,5,5,5,555,New Customers
United Kingdom,15854.0,4,20,3702.6,5,5,5,555,New Customers
United Kingdom,12978.0,385,5,2370.98,2,4,5,245,Regular Customers
United Kingdom,15889.0,157,8,1213.08,3,5,4,354,Premium Customers
United Kingdom,16748.0,18,14,3637.33,5,5,5,555,Premium Customers
United Kingdom,16459.0,730,1,61.35,1,1,1,111,Regular Customers
United Kingdom,13091.0,28,2,588.78,4,2,3,423,Premium Customers
United Kingdom,13173.0,4,11,1933.3,5,5,4,554,Premium Customers
United Kingdom,15805.0,23,29,8644.08,4,5,5,455,New Customers
United Kingdom,15912.0,178,9,689.99,3,5,3,353,Premium Customers
United Kingdom,16596.0,16,4,402.68,5,4,2,542,Premium Customers
United Kingdom,12989.0,3,17,2194.93,5,5,5,555,Premium Customers
United Kingdom,16985.0,17,20,6808.1,5,5,5,555,New Customers
United Kingdom,14648.0,416,15,3515.63,1,5,5,155,Regular Customers
United Kingdom,15573.0,32,5,845.23,4,4,3,443,Premium Customers
United Kingdom,15367.0,57,11,4575.14,4,5,5,455,Premium Customers
United Kingdom,14895.0,8,36,16266.33,5,5,5,555,New Customers
United Kingdom,14062.0,10,20,7890.72,5,5,5,555,New Customers
United Kingdom,15157.0,4,5,1740.37,5,4,4,544,Premium Customers
United Kingdom,15623.0,141,8,2005.55,3,5,5,355,Premium Customers
United Kingdom,13831.0,16,13,1902.46,5,5,4,554,Premium Customers
United Kingdom,14626.0,24,11,3685.55,4,5,5,455,Premium Customers
United Kingdom,15032.0,256,5,513.95,2,4,3,243,Premium Customers
United Kingdom,16670.0,17,20,6985.76,5,5,5,555,New Customers
United Kingdom,15882.0,199,8,950.51,2,5,4,254,Premium Customers
United Kingdom,17032.0,603,5,2583.9,1,4,5,145,Regular Customers
United Arab Emirates,12979.0,729,1,320.91,1,1,2,112,Regular Customers
United Kingdom,15738.0,19,41,9651.06,5,5,5,555,New Customers
United Kingdom,14043.0,491,2,197.2,1,2,1,121,Regular Customers
United Kingdom,17675.0,1,68,23549.55,5,5,5,555,New Customers
United Kingdom,15916.0,16,12,2317.07,5,5,5,555,Premium Customers
United Kingdom,16901.0,729,1,118.21,1,2,1,121,Regular Customers
United Kingdom,12933.0,24,8,1283.87,4,4,4,444,Premium Customers
United Kingdom,14507.0,40,10,2603.04,4,5,5,455,Premium Customers
United Kingdom,17696.0,38,27,5535.67,4,5,5,455,New Customers
United Kingdom,18276.0,44,6,1350.99,4,4,4,444,Premium Customers
United Kingdom,14030.0,18,20,5514.66,5,5,5,555,New Customers
United Kingdom,14081.0,302,10,3876.62,2,5,5,255,Premium Customers
United Kingdom,17351.0,36,12,1538.48,4,5,4,454,Premium Customers
United Kingdom,16798.0,554,3,540.5600000000001,1,3,3,133,Regular Customers
United Kingdom,17512.0,51,14,3109.76,4,5,5,455,Premium Customers
United Kingdom,13542.0,377,17,3151.44,2,5,5,255,Regular Customers
United Kingdom,16905.0,5,17,3197.4700000000003,5,5,5,555,Premium Customers
United Kingdom,15494.0,21,5,2956.64,4,4,5,445,Premium Customers
United Kingdom,14702.0,1,29,4867.78,5,5,5,555,New Customers
United Kingdom,17165.0,284,6,1404.47,2,4,4,244,Regular Customers
United Kingdom,16293.0,22,15,3606.75,4,5,5,455,Premium Customers
United Kingdom,18172.0,31,45,10208.41,4,5,5,455,New Customers
United Kingdom,18268.0,591,5,1337.23,1,4,4,144,Regular Customers
United Kingdom,14122.0,406,2,182.84,2,2,1,221,Regular Customers
United Kingdom,14519.0,684,2,203.14,1,2,2,122,Regular Customers
United Kingdom,13077.0,1,11,2486.21,5,5,5,555,Premium Customers
United Kingdom,14643.0,170,5,744.87,3,4,3,343,Premium Customers
United Kingdom,12957.0,10,13,7606.99,5,5,5,555,New Customers
United Kingdom,14577.0,13,7,1310.51,5,4,4,544,Premium Customers
United Kingdom,17409.0,185,10,1565.65,3,5,4,354,Premium Customers
United Kingdom,16470.0,52,11,2145.03,4,5,5,455,Premium Customers
United Kingdom,16191.0,3,20,4168.23,5,5,5,555,New Customers
United Kingdom,17344.0,46,2,419.61,4,3,2,432,Premium Customers
United Kingdom,16365.0,18,13,1648.31,5,5,4,554,Premium Customers
United Kingdom,13418.0,12,31,8521.61,5,5,5,555,New Customers
United Kingdom,12854.0,79,7,2519.7200000000003,3,4,5,345,Premium Customers
United Kingdom,15197.0,11,6,858.47,5,4,4,544,Premium Customers
United Kingdom,14298.0,8,72,44774.66,5,5,5,555,High Value Customers
United Kingdom,16952.0,109,5,625.38,3,4,3,343,Premium Customers
United Kingdom,13415.0,630,3,579.57,1,3,3,133,Regular Customers
United Kingdom,13668.0,3,34,8437.17,5,5,5,555,New Customers
United Kingdom,14790.0,17,10,2018.69,5,5,5,555,Premium Customers
United Kingdom,17487.0,728,1,140.6,1,2,1,121,Regular Customers
United Kingdom,17958.0,117,2,292.48,3,3,2,332,Premium Customers
United Kingdom,17754.0,1,12,2366.26,5,5,5,555,Premium Customers
United Kingdom,15898.0,1,25,3950.22,5,5,5,555,New Customers
United Kingdom,14130.0,319,4,1456.02,2,3,4,234,Regular Customers
United Kingdom,17860.0,369,4,571.7,2,4,3,243,Regular Customers
Finland,12664.0,59,5,496.8,4,4,3,443,Premium Customers
United Kingdom,16719.0,15,14,2687.32,5,5,5,555,Premium Customers
United Kingdom,16442.0,2,5,735.88,5,4,3,543,Premium Customers
United Kingdom,13317.0,66,19,4942.981,3,5,5,355,New Customers
United Kingdom,15196.0,433,2,313.7,1,2,2,122,Regular Customers
United Kingdom,15169.0,382,2,487.02,2,2,3,223,Regular Customers
United Kingdom,14685.0,576,6,2515.57,1,4,5,145,Regular Customers
United Kingdom,15503.0,363,2,238.85,2,2,2,222,Regular Customers
United Kingdom,13026.0,1,7,920.32,5,4,4,544,Premium Customers
United Kingdom,15144.0,8,29,10134.63,5,5,5,555,New Customers
United Kingdom,12843.0,160,23,2980.05,3,5,5,355,New Customers
United Kingdom,14161.0,216,7,2580.78,2,4,5,245,Premium Customers
United Kingdom,17172.0,79,3,545.61,3,3,3,333,Premium Customers
United Kingdom,16830.0,39,4,1125.46,4,4,4,444,Premium Customers
United Kingdom,16127.0,39,2,772.66,4,2,3,423,Premium Customers
United Kingdom,17539.0,628,3,946.59,1,3,4,134,Regular Customers
United Kingdom,15944.0,277,4,885.8000000000001,2,4,4,244,Regular Customers
United Kingdom,17211.0,27,13,3167.25,4,5,5,455,Premium Customers
United Kingdom,14514.0,61,9,3767.24,3,5,5,355,Premium Customers
United Kingdom,17066.0,726,1,228.34,1,2,2,122,Regular Customers
United Kingdom,15850.0,19,6,814.15,5,4,3,543,Premium Customers
United Kingdom,17290.0,4,7,929.85,5,4,4,544,Premium Customers
United Kingdom,13735.0,25,13,7359.75,4,5,5,455,New Customers
France,12681.0,15,43,21770.24,5,5,5,555,New Customers
United Kingdom,17802.0,82,10,4138.83,3,5,5,355,Premium Customers
United Kingdom,15628.0,5,17,4801.06,5,5,5,555,New Customers
United Kingdom,15446.0,377,3,383.3,2,3,2,232,Regular Customers
United Kingdom,14525.0,20,17,4156.83,4,5,5,455,Premium Customers
United Kingdom,14751.0,684,2,126.45,1,2,1,121,Regular Customers
France,12683.0,4,20,7497.74,5,5,5,555,New Customers
United Kingdom,13087.0,726,1,195.54,1,1,1,111,Regular Customers
United Kingdom,15562.0,425,2,168.06,1,2,1,121,Regular Customers
United Kingdom,17819.0,72,10,1093.23,3,5,4,354,Premium Customers
United Kingdom,16409.0,36,12,4750.76,4,5,5,455,Premium Customers
